LOCATION,PLUSPCUSTOMER,NAME,LATITUDEY,LONGITUDEX,ANCESTOR,BRANCH,TYPE,STATUS,POSTALCODE,ORGID
L1001042,H1000139,DORCHESTER HOTEL LTD,51.505243,-0.152407,901000,900000,,OPERATING,W1K 1AH,INTHK
L1001043,H1000139,DORCHESTER HOTEL LTD,51.505243,-0.152407,901000,900000,,OPERATING,W1K 1AH,INTHK
L1001044,H1000139,DORCHESTER HOTEL LTD,51.505243,-0.152407,901000,900000,,OPERATING,W1K 1AH,INTHK
L1001020,H1000140,CROYDON LOGISTICS LIMITED,51.357795,-0.122549,901000,900000,,OPERATING,CR9 4DL,INTHK
L1001038,H1000140,CROYDON LOGISTICS LIMITED,51.357795,-0.122549,901000,900000,,OPERATING,CR9 4DL,INTHK
L1001039,H1000140,CROYDON LOGISTICS LIMITED,51.357795,-0.122549,901000,900000,,OPERATING,CR9 4DL,INTHK
L1001051,H1000142,FIRMDALE HOTELS PLC - PROJECT OFFICE,51.511318,-0.13746,901000,900000,,OPERATING,W1F 9JN,INTHK
L1001046,H1000143,E KLEIN & CO,51.493592,-0.027069,901000,900000,,OPERATING,E14 3SG,INTHK
L1001102,H1000143,E KLEIN & CO,51.493592,-0.027069,901000,900000,,OPERATING,E14 3SG,INTHK
L1001047,H1000144,ELTHAM HILL TECHNOLOGY COLLEGE,51.449477,0.044025,901000,900000,,OPERATING,SE9 5EE,INTHK
L1001112,H1000144,ELTHAM HILL TECHNOLOGY COLLEGE,51.449477,0.044025,901000,900000,,OPERATING,SE9 5EE,INTHK
L1001113,H1000144,ELTHAM HILL TECHNOLOGY COLLEGE,51.449477,0.044025,901000,900000,,OPERATING,SE9 5EE,INTHK
L1001048,H1000145,ESSKAY MANAGEMENT,51.56079,-0.180916,901000,900000,,OPERATING,NW3 6RF,INTHK
L1001111,H1000145,ESSKAY MANAGEMENT,52.082777,1.116465,901000,900000,,OPERATING,IP1 5QP,INTHK
L1001049,H1000146,FARLEY,51.518212,-0.254999,901000,900000,,OPERATING,W3 7XR,INTHK
L1001105,H1000146,FARLEY,51.518212,-0.254999,901000,900000,,OPERATING,W3 7XR,INTHK
L1001050,H1000147,IPSWICH BOROUGH ASSETS LTD C/O - FIDUM,52.082777,1.116465,901000,900000,,OPERATING,IP1 5QP,INTHK
L1001109,H1000147,IPSWICH BOROUGH ASSETS LTD C/O - FIDUM,52.082777,1.116465,901000,900000,,OPERATING,IP1 5QP,INTHK
L1001110,H1000147,IPSWICH BOROUGH ASSETS LTD C/O - FIDUM,52.082777,1.116465,901000,900000,,OPERATING,IP1 5QP,INTHK
L1001052,H1000148,FLEXIM LTD,51.1927,-1.398812,901000,900000,,OPERATING,RG28 7NP,INTHK
L1001106,H1000148,FLEXIM LTD,51.1927,-1.398812,901000,900000,,OPERATING,RG28 7NP,INTHK
L1001107,H1000148,FLEXIM LTD,51.1927,-1.398812,901000,900000,,OPERATING,RG28 7NP,INTHK
L1001053,H1000149,FOREST & SANDBRIDGE PRIMARY SCHOOL,51.370704,-2.117476,901000,900000,,OPERATING,SN12 7GN,INTHK
L1001108,H1000149,FOREST & SANDBRIDGE PRIMARY SCHOOL,51.370704,-2.117476,901000,900000,,OPERATING,SN12 7GN,INTHK
L1001054,H1000150,FACILITY PERFORMANCE CONSULTING - HATCHETTE,51.612358,-1.282235,901000,900000,,OPERATING,OX11 7HH,INTHK
L1001103,H1000150,FACILITY PERFORMANCE CONSULTING - HATCHETTE,51.612358,-1.282235,901000,900000,,OPERATING,OX11 7HH,INTHK
L1001104,H1000150,FACILITY PERFORMANCE CONSULTING - HATCHETTE,51.612358,-1.282235,901000,900000,,OPERATING,OX11 7HH,INTHK
L1001096,H1000188,ARC FIRE & SAFTEY LTD,50.9076,1.401,901000,900000,,OPERATING,SO14 0YN,INTHK
L1001097,H1000188,ARC FIRE & SAFTEY LTD,50.904766,-1.367111,901000,900000,,OPERATING,SO14 7JS,INTHK
L1001098,H1000189,ARCADIS LLP,51.5313,-0.4517,901000,900000,,OPERATING,UB10 0PH,INTHK
L1001099,H1000189,ARCADIS LLP,51.5771,-0.231,901000,900000,,OPERATING,NW4 3PJ,INTHK
L100100,H1000190,AUGUSTUS MARTIN LTD,51.5205,-0.0171,901000,900000,,OPERATING,E3 3PB,INTHK
L1001101,H1000190,AUGUSTUS MARTIN LTD,51.5205,-0.0171,901000,900000,,OPERATING,E3 3PB,INTHK
L1001116,H1000191,GIVAUDAN UK LIMITED,51.149125,0.897541,901000,900000,,OPERATING,TN24 0LT,INTHK
L1001124,H1000191,GIVAUDAN UK LIMITED,51.149125,0.897541,901000,900000,,OPERATING,TN24 0LT,INTHK
L1001132,H1000191,GIVAUDAN UK LIMITED,51.149125,0.897541,901000,900000,,OPERATING,TN24 0LT,INTHK
L1001117,H1000192,HYATT PLACE LONDON,51.481725,-0.470585,901000,900000,,OPERATING,UB7 0DG,INTHK
L1001125,H1000192,HYATT PLACE LONDON,51.481725,-0.470585,901000,900000,,OPERATING,UB7 0DG,INTHK
L1001126,H1000192,HYATT PLACE LONDON,51.481725,-0.470585,901000,900000,,OPERATING,UB7 0DG,INTHK
L1001118,H1000193,HYDEHEAD LIMITED,50.812535,-0.107806,901000,900000,,OPERATING,BN2 5UB,INTHK
L1001127,H1000193,HYDEHEAD LIMITED,50.812535,-0.107806,901000,900000,,OPERATING,BN2 5UB,INTHK
L1001119,H1000194,SMURFIT KAPPA BEACON,51.24363,-0.741636,901000,900000,,OPERATING,GU12 4PQ,INTHK
L1001128,H1000194,SMURFIT KAPPA BEACON,51.24363,-0.741636,901000,900000,,OPERATING,GU12 4PQ,INTHK
L1001129,H1000194,SMURFIT KAPPA BEACON,51.24363,-0.741636,901000,900000,,OPERATING,GU12 4PQ,INTHK
L1001120,H1000195,GILES DAVIES LTD - Ascot,51.263505,-1.089207,901000,900000,,OPERATING,RG21 7LJ,INTHK
L1002278,H1000195,GILES DAVIES LTD - Ascot,51.76186,-0.239572,901000,900000,,OPERATING,AL10 0XX,INTHK
L1002279,H1000195,GILES DAVIES LTD - Ascot,51.50071,0.001569,901000,900000,,OPERATING,SE10 0DX,INTHK
L1002280,H1000195,GILES DAVIES LTD - Ascot,51.555218,-0.285043,901000,900000,,OPERATING,HA9 0FD,INTHK
L1001121,H1000196,ANSCO ARENA LTD,51.50071,0.001569,901000,900000,,OPERATING,SE10 0DX,INTHK
L1001130,H1000196,ANSCO ARENA LTD,51.50071,0.001569,901000,900000,,OPERATING,SE10 0DX,INTHK
L1001131,H1000196,ANSCO ARENA LTD,51.50071,0.001569,901000,900000,,OPERATING,SE10 0DX,INTHK
L1001122,H1000197,JAGUAR BUILDING SERVICES LTD - Ascot,51.520626,-0.086666,901000,900000,,OPERATING,EC2A 2AH,INTHK
L1001274,H1000197,JAGUAR BUILDING SERVICES LTD - Ascot,51.51467512,-0.103668,901000,900000,,OPERATING,EC4M 7EG,INTHK
L1001275,H1000197,JAGUAR BUILDING SERVICES LTD - Ascot,51.51075692,-0.086116,901000,900000,,OPERATING,EC3V 0XL,INTHK
L1001276,H1000197,JAGUAR BUILDING SERVICES LTD - Ascot,51.51278762,-0.104382,901000,900000,,OPERATING,EC4M 7JW,INTHK
L1001400,H1000197,JAGUAR BUILDING SERVICES LTD - Ascot,51.516649,-0.091648,901000,900000,,OPERATING,EC2Y 5EJ,INTHK
L1001123,H1000198,ALDERSHOT CENTRE FOR HEALTH,51.252875,-0.767015,901000,900000,,OPERATING,GU11 1AY,INTHK
L1001114,H1000199,FIRSTPORT PROPERTY SERVICES,51.4809,-0.1288,901000,900000,,OPERATING,SW8 2LF,INTHK
L1001115,H1000199,FIRSTPORT PROPERTY SERVICES,51.4674,-0.1875,901000,900000,,OPERATING,SW6 2GD,INTHK
L1001139,H1000200,"1 STATION ROAD, CAMBRIDGE",52.193445,0.135794,901000,900000,,OPERATING,CB1 2GA,INTHK
L1001137,H1000201,PLATINUM FACILITIES & MAINTENANCE SERVICES LTD,51.514946,-0.082462,901000,900000,,OPERATING,EC2N 4AY,INTHK
L1002205,H1000201,PLATINUM FACILITIES & MAINTENANCE SERVICES LTD,51.51784,-0.0995,901000,900000,,OPERATING,EC1A 7HH,INTHK
L1002218,H1000201,PLATINUM FACILITIES & MAINTENANCE SERVICES LTD,51.514946,-0.082462,901000,900000,,OPERATING,EC2N 4AY,INTHK
L1002225,H1000201,PLATINUM FACILITIES & MAINTENANCE SERVICES LTD,51.514946,-0.082462,901000,900000,,OPERATING,EC2N 4AY,INTHK
L1002232,H1000201,PLATINUM FACILITIES & MAINTENANCE SERVICES LTD,51.514946,-0.082462,901000,900000,,OPERATING,EC2N 4AY,INTHK
L1002242,H1000201,PLATINUM FACILITIES & MAINTENANCE SERVICES LTD,51.514946,-0.082462,901000,900000,,OPERATING,EC2N 4AY,INTHK
L1002300,H1000201,PLATINUM FACILITIES & MAINTENANCE SERVICES LTD,51.514946,-0.082462,901000,900000,,OPERATING,EC2N 4AY,INTHK
L1002301,H1000201,PLATINUM FACILITIES & MAINTENANCE SERVICES LTD,51.518303,-0.10137,901000,900000,,OPERATING,EC1A 9HP,INTHK
L1001138,H1000202,INSPIREALL LEISURE & FAMILY SUPPORT SERVICES,51.654616,-0.275489,901000,900000,,OPERATING,WD6 1EB,INTHK
L1001144,H1000206,ASCOT RACECOURSE LTD (Ascot),51.410089,-0.685422,901000,900000,,OPERATING,SL5 7JX,INTHK
L1001150,H1000206,ASCOT RACECOURSE LTD (Ascot),51.410089,-0.685422,901000,900000,,OPERATING,SL5 7JX,INTHK
L1001151,H1000206,ASCOT RACECOURSE LTD (Ascot),51.410089,-0.685422,901000,900000,,OPERATING,SL5 7JX,INTHK
L1001145,H1000207,ASCOT SERVICES UK LIMITED (Ascot),51.503904,-0.151068,901000,900000,,OPERATING,W1J 7SA,INTHK
L1001152,H1000207,ASCOT SERVICES UK LIMITED (Ascot),51.503904,-0.151068,901000,900000,,OPERATING,W1J 7SA,INTHK
L1001146,H1000208,GAILS LIMITED (Ascot),51.233658,-0.573305,901000,900000,,OPERATING,GU1 3QS,INTHK
L1001147,H1000208,GAILS LIMITED (Ascot),52.205454,0.132312,901000,900000,,OPERATING,CB1 1PS,INTHK
L1001148,H1000209,SODEXO LIMITED (Ascot),51.47193,-0.328771,901000,900000,,OPERATING,TW8 9HE,INTHK
L1001149,H1000209,SODEXO LIMITED (Ascot),51.487108,-0.31776,901000,900000,,OPERATING,TW8 9GS,INTHK
L1001153,H1000209,SODEXO LIMITED (Ascot),51.47193,-0.328771,901000,900000,,OPERATING,TW8 9HE,INTHK
L1001154,H1000209,SODEXO LIMITED (Ascot),51.487108,-0.31776,901000,900000,,OPERATING,TW8 9GS,INTHK
L1001155,H1000209,SODEXO LIMITED (Ascot),51.487108,-0.31776,901000,900000,,OPERATING,TW8 9GS,INTHK
L1002244,H1000209,SODEXO LIMITED (Ascot),51.567265,0.17766,901000,900000,,OPERATING,RM7 0AG,INTHK
L1001213,H1000253,WHITELAKE PROPERTIES INVESTMENT,51.518875,-0.149895,901000,900000,,OPERATING,EC1V 9UN,INTHK
L1001214,H1000254,GROVE DEVELOPMENTS LTD,51.4805,-0.4404,901000,900000,,OPERATING,TW6 2TA,INTHK
L1001314,H1000254,GROVE DEVELOPMENTS LTD,51.45907831,-0.443295,901000,900000,,OPERATING,TW6 3FJ,INTHK
L1001315,H1000254,GROVE DEVELOPMENTS LTD,51.473704,-0.447066,901000,900000,,OPERATING,TW6 2AQ,INTHK
L1001341,H1000254,GROVE DEVELOPMENTS LTD,51.46967939,-0.449607,901000,900000,,OPERATING,TW6 1AH,INTHK
L1001342,H1000254,GROVE DEVELOPMENTS LTD,51.47822812,-0.514182,901000,900000,,OPERATING,SL3 0PH,INTHK
L1001441,H1000254,GROVE DEVELOPMENTS LTD,51.142649,-0.163321,901000,900000,,OPERATING,RH6 0LG,INTHK
L1001468,H1000254,GROVE DEVELOPMENTS LTD,51.45888084,-0.460462802,901000,900000,,OPERATING,TW6 3AQ,INTHK
L1001215,H1000255,LHS FIRE SYSTEMS,54.1016,-2.2755,901000,900000,,OPERATING,CB25 9PQ,INTHK
L1001216,H1000255,LHS FIRE SYSTEMS,52.597219,-0.380139,901000,900000,,OPERATING,PE38 9BD,INTHK
L1001384,H1000255,LHS FIRE SYSTEMS,52.7874,-0.4936,901000,900000,,OPERATING,PE39 5EZ,INTHK
L1001387,H1000255,LHS FIRE SYSTEMS,51.892805,-0.210731,901000,900000,,OPERATING,SG1 2DA,INTHK
L1001471,H1000255,LHS FIRE SYSTEMS,52.74128674,0.403133684,901000,900000,,OPERATING,PE30 5DD,INTHK
L1001249,H1000278,GREAT BEAR DISTRIBUTION LTD,51.5759,-0.3999,901000,900000,,OPERATING,SS15 6TX,INTHK
L1001253,H1000279,JONES FM LIMITED,51.4947,-0.276,901000,900000,,OPERATING,W4 5YA,INTHK
L1001254,H1000279,JONES FM LIMITED,51.4947,-0.276,901000,900000,,OPERATING,W4 5YA,INTHK
L1001256,H1000280,HONEYWELL ELSTER ROMANIA SRL,51.518421,-0.08869,901000,900000,,OPERATING,EC2Y 9DT,INTHK
L1001333,H1000280,HONEYWELL ELSTER ROMANIA SRL,51.4698,-0.4496,901000,900000,,OPERATING,TW6 1EW,INTHK
L1001334,H1000280,HONEYWELL ELSTER ROMANIA SRL,51.4715,-0.4872,901000,900000,,OPERATING,TW6 2GA,INTHK
L1001257,H1000281,EXPEDITORS INTERNATIONAL UK,51.44566,-0.45321,901000,900000,,OPERATING,TW14 8QH,INTHK
L1001261,H1000282,WINCANTON HOLDINGS LTD - ASCOT,50.937368,-1.477401,901000,900000,,OPERATING,SO16 0YU,INTHK
L1001265,H1000282,WINCANTON HOLDINGS LTD - ASCOT,50.937368,-1.477401,901000,900000,,OPERATING,SO16 0YU,INTHK
L1001262,H1000283,OPTIMUM GROUP SERVICES PLC - Ascot,51.51367977,-0.083972,901000,900000,,OPERATING,EC2N 4AJ,INTHK
L1001270,H1000283,OPTIMUM GROUP SERVICES PLC - Ascot,51.5127,-0.0908,901000,900000,,OPERATING,EC4N 4TQ,INTHK
L1001271,H1000283,OPTIMUM GROUP SERVICES PLC - Ascot,51.5138,-0.0823,901000,900000,,OPERATING,EC3V 4AB,INTHK
L1001272,H1000283,OPTIMUM GROUP SERVICES PLC - Ascot,51.5335,-0.125,901000,900000,,OPERATING,N1C 4AG,INTHK
L1001280,H1000283,OPTIMUM GROUP SERVICES PLC - Ascot,51.51397874,-0.082297007,901000,900000,,OPERATING,EC3V 4AB,INTHK
L1001260,H1000284,ECG FACILITIES SERVICES - ASCOT,52.29958627,-0.693221,901000,900000,,OPERATING,NN8 1EY,INTHK
L1001263,H1000284,ECG FACILITIES SERVICES - ASCOT,52.29958627,-0.693221,901000,900000,,OPERATING,NN8 1EY,INTHK
L1001264,H1000284,ECG FACILITIES SERVICES - ASCOT,52.29958627,-0.693221,901000,900000,,OPERATING,NN8 1EY,INTHK
L1001258,H1000285,APML ESTATE LIMITED,51.5082,-0.0797,901000,900000,,OPERATING,EC3R 6AG,INTHK
L1001266,H1000286,GREENCORE PREPARED MEALS,52.653,-0.1599,901000,900000,,OPERATING,PE13 2RD,INTHK
L1001704,H1000287,INTEGRAL UK LIMITED - 60 LONDON WALL,51.51697122,-0.086844529,901000,900000,,OPERATING,EC2M 5TQ,INTHK
L1001268,H1000288,HALLITE SEALS INTERNATIONAL LTD,51.4154,-0.3797,901000,900000,,OPERATING,TW12 2HT,INTHK
L1001273,H1000290,CLEARY GOTTLEIB STEEN & HAMILTON,51.5178,-0.0925,901000,900000,,OPERATING,EC2Y 5AU,INTHK
L1001278,H1000292,HARRIS ACADEMY FALCONWOOD,51.4578,0.0884,901000,900000,,OPERATING,DA16 2PE,INTHK
L1001284,H1000296,FIRMDALE HOTELS PLC,51.5112,-0.1346,901000,900000,,OPERATING,W1D 7DT,INTHK
L1001285,H1000297,HAMMERSMITH APOLLO LTD,51.4906,-0.2252,901000,900000,,OPERATING,W6 9QH,INTHK
L1001286,H1000298,HATFIELD COMMUNITY FREE SCHOOL,51.7602,-0.2294,901000,900000,,OPERATING,AL10 8ES,INTHK
L1001288,H1000299,Charcoal Concepts Ltd - Ascot,51.50610382,-0.218854162,901000,900000,,OPERATING,W12 7GA,INTHK
L1001287,H1000300,Lexton Protection Systems Ltd - Ascot,51.50192246,-0.185373585,901000,900000,,OPERATING,W8 5AL,INTHK
L1001295,H1000302,Heygates Ltd,52.60204967,0.362364,901000,900000,,OPERATING,PE38 9EP,INTHK
L1001296,H1000303,East London NHS Foundation Trust,51.54325762,-0.007389,901000,900000,,OPERATING,E20 1EJ,INTHK
L1001297,H1000304,Estcots Primary School,51.12294892,0.001839,901000,900000,,OPERATING,RH19 3TY,INTHK
L1001298,H1000305,Ideal Property Partners 2 Ltd,50.71932817,-1.797599,901000,900000,,OPERATING,BH6 4AA,INTHK
L1001299,H1000305,Ideal Property Partners 2 Ltd,50.71214212,-1.900493,901000,900000,,OPERATING,BH4 8JA,INTHK
L1001300,H1000305,Ideal Property Partners 2 Ltd,50.72140787,-1.972605,901000,900000,,OPERATING,BH15 2JD,INTHK
L1001301,H1000306,Fabris Lane Ltd,51.366573,-0.287404,901000,900000,,OPERATING,KT9 1ST,INTHK
L1001312,H1000314,GUERNSEY RECYCLING (1996) LTD - Ascot,49.4486778,-2.568044,901000,900000,,OPERATING,GY6 8UJ,INTHK
L1001313,H1000314,GUERNSEY RECYCLING (1996) LTD - Ascot,49.469301,-2.576355,901000,900000,,OPERATING,GY2 4LF,INTHK
L1001329,H1000314,GUERNSEY RECYCLING (1996) LTD - Ascot,49.4486778,-2.568044,901000,900000,,OPERATING,GY6 8UJ,INTHK
L1001330,H1000314,GUERNSEY RECYCLING (1996) LTD - Ascot,49.4486778,-2.568044,901000,900000,,OPERATING,GY6 8UJ,INTHK
L1001331,H1000314,GUERNSEY RECYCLING (1996) LTD - Ascot,49.469301,-2.576355,901000,900000,,OPERATING,GY2 4LF,INTHK
L1001332,H1000314,GUERNSEY RECYCLING (1996) LTD - Ascot,49.469301,-2.576355,901000,900000,,OPERATING,GY2 4LF,INTHK
L1001317,H1000316,Glyndebourne Productions Ltd - Ascot,50.8722248,0.054584,901000,900000,,OPERATING,BN8 5UU,INTHK
L1001318,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.375014,-0.097984,901000,900000,,OPERATING,CR9 2ER,INTHK
L1001405,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.50483177,-0.087257,901000,900000,,OPERATING,E20 1JN,INTHK
L1001406,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.892805,-0.210731,901000,900000,,OPERATING,SN3 3EF,INTHK
L1001407,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.52734322,-0.090483,901000,900000,,OPERATING,NW1 2DB,INTHK
L1001408,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.52520977,-0.145161,901000,900000,,OPERATING,EC4A 4AP,INTHK
L1001409,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.56804417,0.117832,901000,900000,,OPERATING,EC2R 8HP,INTHK
L1001410,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.48663732,-0.200903,901000,900000,,OPERATING,EC4A 1AG,INTHK
L1001411,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.470327,-0.51286,901000,900000,,OPERATING,SL3 0BB,INTHK
L1001413,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.50483177,-0.087257,901000,900000,,OPERATING,E20 1JN,INTHK
L1001414,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.50483177,-0.087257,901000,900000,,OPERATING,E20 1JN,INTHK
L1001415,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.52734322,-0.090483,901000,900000,,OPERATING,NW1 2DB,INTHK
L1001416,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.52734322,-0.090483,901000,900000,,OPERATING,NW1 2DB,INTHK
L1001417,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.56804417,0.117832,901000,900000,,OPERATING,EC2R 8HP,INTHK
L1001418,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.56804417,0.117832,901000,900000,,OPERATING,EC2R 8HP,INTHK
L1001419,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.48663732,-0.200903,901000,900000,,OPERATING,EC4A 1AG,INTHK
L1001420,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.48663732,-0.200903,901000,900000,,OPERATING,EC4A 1AG,INTHK
L1001421,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.470327,-0.51286,901000,900000,,OPERATING,SL3 0BB,INTHK
L1001422,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.52520977,-0.145161,901000,900000,,OPERATING,EC4A 4AP,INTHK
L1001423,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.517157,-0.111079,901000,900000,,OPERATING,EC1N 2NH,INTHK
L1001424,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.540663,-0.339289,901000,900000,,OPERATING,UB6 0AD,INTHK
L1001425,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.01924,-0.352362,901000,900000,,OPERATING,RH13 9JJ,INTHK
L1001426,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,50.843083,-1.070933,901000,900000,,OPERATING,PO6 3AU,INTHK
L1001427,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.612358,-1.282235,901000,900000,,OPERATING,OX11 7HH,INTHK
L1001428,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.514466,-0.085829,901000,900000,,OPERATING,EC2N 1EX,INTHK
L1001429,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.517722,-0.077187,901000,900000,,OPERATING,E1 6AA,INTHK
L1001431,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.517157,-0.111079,901000,900000,,OPERATING,EC1N 2NH,INTHK
L1001432,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.517157,-0.111079,901000,900000,,OPERATING,EC1N 2NH,INTHK
L1001433,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.540663,-0.339289,901000,900000,,OPERATING,UB6 0AD,INTHK
L1001434,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.540663,-0.339289,901000,900000,,OPERATING,UB6 0AD,INTHK
L1001435,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.01924,-0.352362,901000,900000,,OPERATING,RH13 9JJ,INTHK
L1001436,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.01924,-0.352362,901000,900000,,OPERATING,RH13 9JJ,INTHK
L1001437,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,50.843083,-1.070933,901000,900000,,OPERATING,PO6 3AU,INTHK
L1001438,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,50.843083,-1.070933,901000,900000,,OPERATING,PO6 3AU,INTHK
L1001439,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.612358,-1.282235,901000,900000,,OPERATING,OX11 7HH,INTHK
L1001440,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.514466,-0.085829,901000,900000,,OPERATING,EC2N 1EX,INTHK
L1002204,H1000317,CBRE MANAGED SERVICES LTD UK - ASCOT,51.496431,-0.14447,901000,900000,,OPERATING,SW1E 5BY,INTHK
L1001477,H1000324,LITTLEPORT COMMUNITY PRIMARY SCHOOL,52.45844542,0.291145087,901000,900000,,OPERATING,CB6 1JT,INTHK
L1001337,H1000326,COMBINED TECHNICAL SOLUTIONS,51.5186,-0.1677,901000,900000,,OPERATING,W2 1DH,INTHK
L1001338,H1000327,HIGHWOOD PRIMARY SCHOOL - Ascot,51.66468397,-0.377056,901000,900000,,OPERATING,WD23 2AW,INTHK
L1001348,H1000327,HIGHWOOD PRIMARY SCHOOL - Ascot,51.66468397,-0.377056,901000,900000,,OPERATING,WD23 2AW,INTHK
L1001349,H1000327,HIGHWOOD PRIMARY SCHOOL - Ascot,51.66468397,-0.377056,901000,900000,,OPERATING,WD23 2AW,INTHK
L1001339,H1000328,HILLMEAD PRIMARY SCHOOL - Ascot,51.86931432,0.134985,901000,900000,,OPERATING,CM23 4PW,INTHK
L1001350,H1000328,HILLMEAD PRIMARY SCHOOL - Ascot,51.86931432,0.134985,901000,900000,,OPERATING,CM23 4PW,INTHK
L1001340,H1000329,HF ELECTRICAL LTD - Ascot,51.784981,0.112141,901000,900000,,OPERATING,CM20 2DB,INTHK
L1001351,H1000329,HF ELECTRICAL LTD - Ascot,51.784981,0.112141,901000,900000,,OPERATING,CM20 2DB,INTHK
L1001352,H1000329,HF ELECTRICAL LTD - Ascot,51.784981,0.112141,901000,900000,,OPERATING,CM20 2DB,INTHK
L1001375,H1000330,Isaac Newton Academy - Ascot,51.55946807,0.090153,901000,900000,,OPERATING,IG1 1FY,INTHK
L1001343,H1000331,HOUGHTON PRIMARY SCHOOL - Ascot,52.329482,-0.123993,901000,900000,,OPERATING,PE28 2AY,INTHK
L1001353,H1000331,HOUGHTON PRIMARY SCHOOL - Ascot,52.329482,-0.123993,901000,900000,,OPERATING,PE28 2AY,INTHK
L1001354,H1000331,HOUGHTON PRIMARY SCHOOL - Ascot,52.329482,-0.123993,901000,900000,,OPERATING,PE28 2AY,INTHK
L1001344,H1000332,HOUSING SOLUTIONS - Ascot,51.450119,-0.922484,901000,900000,,OPERATING,RG6 1FR,INTHK
L1001345,H1000333,COOLTECH ENVIRONMENTAL ENGINEERING LTD,51.5139,-0.1493,901000,900000,,OPERATING,W1K 5JN,INTHK
L1001355,H1000336,KEEL TOYS LIMITED,51.1299,-0.9054,901000,900000,,OPERATING,TN24 0SG,INTHK
L1001356,H1000337,KEY LABEL,50.8067,1.9167,901000,900000,,OPERATING,BH21 7PT,INTHK
L1001316,H1000338,Vertex Services Group Limited,51.53529582,-0.128664,901000,900000,,OPERATING,N1C 4BX,INTHK
L1001357,H1000338,Vertex Services Group Limited,51.537796,-0.126278,901000,900000,,OPERATING,N1C 4DB,INTHK
L1001358,H1000338,Vertex Services Group Limited,51.537796,-0.126278,901000,900000,,OPERATING,N1C 4DB,INTHK
L1001359,H1000338,Vertex Services Group Limited,51.537796,-0.126278,901000,900000,,OPERATING,N1C 4DB,INTHK
L1001360,H1000338,Vertex Services Group Limited,51.537796,-0.126278,901000,900000,,OPERATING,N1C 4DB,INTHK
L1001361,H1000338,Vertex Services Group Limited,51.537796,-0.126278,901000,900000,,OPERATING,N1C 4DB,INTHK
L1001362,H1000338,Vertex Services Group Limited,51.537796,-0.126278,901000,900000,,OPERATING,N1C 4DB,INTHK
L1001363,H1000338,Vertex Services Group Limited,51.535035,-0.126651,901000,900000,,OPERATING,N1C 4DH,INTHK
L1001364,H1000338,Vertex Services Group Limited,51.507564,-0.127513,901000,900000,,OPERATING,WC2N 5EJ,INTHK
L1001365,H1000338,Vertex Services Group Limited,51.535035,-0.126651,901000,900000,,OPERATING,N1C 4DH,INTHK
L1001366,H1000338,Vertex Services Group Limited,51.534447,-0.124301,901000,900000,,OPERATING,N1C 4AS,INTHK
L1001367,H1000338,Vertex Services Group Limited,51.536901,-0.126022,901000,900000,,OPERATING,N1C 4DF,INTHK
L1001368,H1000338,Vertex Services Group Limited,51.535296,-0.128664,901000,900000,,OPERATING,N1C 4BX,INTHK
L1001369,H1000338,Vertex Services Group Limited,51.536274,-0.128919,901000,900000,,OPERATING,N1C 4BP,INTHK
L1001370,H1000338,Vertex Services Group Limited,51.53616,-0.130071,901000,900000,,OPERATING,N1C 4AZ,INTHK
