LOCATION,PLUSPCUSTOMER,NAME,LATITUDEY,LONGITUDEX,ANCESTOR,BRANCH,TYPE,STATUS,POSTALCODE,ORGID
L1002367,H1000653,INTEGRAL UK LIMITED - MOTCOM,51.499853,-0.151077,901000,900000,,OPERATING,SW1X 7HH,INTHK
L1002368,H1000653,INTEGRAL UK LIMITED - MOTCOM,51.503901,-0.138174,901000,900000,,OPERATING,SW1Y 5SH,INTHK
L1002361,H1000654,INTEGRAL UK LIMITED - NSPCC,51.367416,-0.10108,901000,900000,,OPERATING,CR0 1NF,INTHK
L1002362,H1000654,INTEGRAL UK LIMITED - NSPCC,51.386688,0.549865,901000,900000,,OPERATING,ME7 1EF,INTHK
L1002358,H1000655,INTEGRAL UK LIMITED - PAYPAL,51.45746,-0.308336,901000,900000,,OPERATING,TW9 1EH,INTHK
L1002337,H1000656,INTEGRAL UK LIMITED - RELX,51.357715,-0.191645,901000,900000,,OPERATING,SM2 5AS,INTHK
L1002342,H1000656,INTEGRAL UK LIMITED - RELX,51.514787,-0.105693,901000,900000,,OPERATING,EC4A 4HH,INTHK
L1002332,H1000657,INTEGRAL UK LIMITED - TCCC,51.515013,-0.150235,901000,900000,,OPERATING,W1G 0RE,INTHK
L1002331,H1000658,INTEGRAL UK LIMITED - THOMAS REUTERS,50.629023,-3.378215,901000,900000,,OPERATING,EX8 2NR,INTHK
L1002333,H1000658,INTEGRAL UK LIMITED - THOMAS REUTERS,51.504345,-0.01998,901000,900000,,OPERATING,E14 5AQ,INTHK
L1002363,H1000659,INTEGRAL UK LIMITED - T-ROWE PRICE,51.511441,-0.093413,901000,900000,,OPERATING,EC4N 4TZ,INTHK
L1002334,H1000660,INTEGRAL UK LIMITED - UCLA,51.5396,-0.172788,901000,900000,,OPERATING,NW8 6HX,INTHK
L1002335,H1000660,INTEGRAL UK LIMITED - UCLA,51.540283,-0.173122,901000,900000,,OPERATING,NW3 3AQ,INTHK
L1002343,H1000661,INTEGRAL UK LIMITED - VAIL WILLIAMS - CANTIUM HS,51.358857,-0.152255,901000,900000,,OPERATING,SM6 0DX,INTHK
L1002341,H1000662,INTEGRAL UK LIMITED - ZEBRA DUKES MEADOW,51.575958,-0.706074,901000,900000,,OPERATING,SL8 5XF,INTHK
L1002360,H1000663,INTEGRAL UK LIMITED - NON-JLL BUILDING 1000,51.505369,0.04434,901000,900000,,OPERATING,E16 2QU,INTHK
L1002329,H1000664,INTEGRAL UK LIMITED - 21 GREAT WINCHESTER ST,51.514897,-0.087011,901000,900000,,OPERATING,EC2N 2JA,INTHK
L1002330,H1000665,INTEGRAL UK LIMITED - 85 GREAT EASTERN ST,51.515493,-0.086366,901000,900000,,OPERATING,EC2M 7AD,INTHK
L1002339,H1000667,INTEGRAL UK LIMITED - JLL - NON-JLL 1 SOUTHAMPTON,51.509424,-0.12278,901000,900000,,OPERATING,WC2R 0LR,INTHK
L1002349,H1000668,INTEGRAL UK LIMITED - JLL - NON-JLL 10-OLD BAILEY,51.513516,-0.103488,901000,900000,,OPERATING,EC4M 7NG,INTHK
L1002369,H1000669,INTEGRAL UK LIMITED - 134-137 CHEAPSIDE,51.513129,-0.096885,901000,900000,,OPERATING,EC2V 6BJ,INTHK
L1002350,H1000670,INTEGRAL UK LIMITED - 192-194 OXFORD STREET,51.514504,-0.140889,901000,900000,,OPERATING,W1D 1NP,INTHK
L1002340,H1000671,INTEGRAL UK LIMITED - 89/91  WARDOUR STREET,51.514897,-0.087011,901000,900000,,OPERATING,EC2N 2JA,INTHK
L1002353,H1000672,INTEGRAL UK LIMITED - JLL - NON-JLL BISHOPS HOUSE,51.5184,0.1119,901000,900000,,OPERATING,WC1V 6DR,INTHK
L1002344,H1000673,INTEGRAL UK LIMITED - BROADGATE TOWER(FLOORS 7&8),51.519716,-0.081382,901000,900000,,OPERATING,EC2A 2EW,INTHK
L1002354,H1000674,INTEGRAL UK LIMITED - JLL - NON-JLL BUILDING 3000,51.370033,-0.540756,901000,900000,,OPERATING,KT16 0RS,INTHK
L1002355,H1000675,INTEGRAL UK LIMITED - JLL - NON-JLL ROLLING STOCK,51.541274,-0.13485,901000,900000,,OPERATING,N7 9AD,INTHK
L1002345,H1000676,INTEGRAL UK LIMITED - THE LIBERTY SHOP CENTRE,51.576979,0.182684,901000,900000,,OPERATING,RM1 3RL,INTHK
L1002325,H1000677,SHARPAK AYLESHAM,51.221003,1.194608,901000,900000,,OPERATING,CT3 3EF,INTHK
L1002608,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.58293,0.450454,901000,900000,,OPERATING,SS14 3FF,INTHK
L1002612,H1000693,SAINSBURYS/ARGOS GNFR (H2083),52.099145,-0.509255,901000,900000,,OPERATING,MK43 9AB,INTHK
L1002657,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.24762287,-0.766756,901000,900000,,OPERATING,GU11 1DU,INTHK
L1002658,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.532932,-0.107728,901000,900000,,OPERATING,N1 0PS,INTHK
L1002661,H1000693,SAINSBURYS/ARGOS GNFR (H2083),52.134629,-0.471029,901000,900000,,OPERATING,MK40 1TP,INTHK
L1002667,H1000693,SAINSBURYS/ARGOS GNFR (H2083),50.953501,-0.132923,901000,900000,,OPERATING,RH15 9NP,INTHK
L1002668,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.535316,-0.141677,901000,900000,,OPERATING,NW1 0LT,INTHK
L1002672,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.382708,0.521297,901000,900000,,OPERATING,ME4 4DH,INTHK
L1002676,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.371711,-0.103867,901000,900000,,OPERATING,CR0 1RH,INTHK
L1002680,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.511242,-0.304427,901000,900000,,OPERATING,W5 5JY,INTHK
L1002683,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.458373,0.146725,901000,900000,,OPERATING,DA8 1QZ,INTHK
L1002685,H1000693,SAINSBURYS/ARGOS GNFR (H2083),50.860029,-1.254528,901000,900000,,OPERATING,PO14 4QL,INTHK
L1002687,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.441891,0.365496,901000,900000,,OPERATING,DA11 0TA,INTHK
L1002689,H1000693,SAINSBURYS/ARGOS GNFR (H2083),50.850736,-0.983761,901000,900000,,OPERATING,PO91UW,INTHK
L1002690,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.517263,-0.113086,901000,900000,,OPERATING,WC1X 8PH,INTHK
L1002696,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.408437,-0.302395,901000,900000,,OPERATING,KT1 2PD,INTHK
L1002698,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.460545,-0.013056,901000,900000,,OPERATING,SE13 7EP,INTHK
L1002703,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.878965,-0.418011,901000,900000,,OPERATING,LU1 2TL,INTHK
L1002704,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.27163,0.51895,901000,900000,,OPERATING,ME14 1JF,INTHK
L1002706,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.51618,-0.167477,901000,900000,,OPERATING,W2 2DS,INTHK
L1002713,H1000693,SAINSBURYS/ARGOS GNFR (H2083),52.244049,0.404728,901000,900000,,OPERATING,CB8 8HT,INTHK
L1002717,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.524413,-0.091827,901000,900000,,OPERATING,EC1V 9JS,INTHK
L1002718,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.469709,-0.071131,901000,900000,,OPERATING,SE15 5BY,INTHK
L1002724,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.501882,-0.221297,901000,900000,,OPERATING,W12 8PP,INTHK
L1002726,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.751598,-0.341916,901000,900000,,OPERATING,AL3 5EH,INTHK
L1002728,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.890511,-0.201024,901000,900000,,OPERATING,SG1 1XN,INTHK
L1002729,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.543258,-0.007389,901000,900000,,OPERATING,E20 1EJ,INTHK
L1002732,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.508158,-0.124639,901000,900000,,OPERATING,WC2N 5LR,INTHK
L1002733,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.545161,-0.483165,901000,900000,,OPERATING,UB8 1LP,INTHK
L1002734,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.685319,-0.033219,901000,900000,,OPERATING,EN8 7BZ,INTHK
L1002738,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.593115,-0.109048,901000,900000,,OPERATING,N22 6HE,INTHK
L1002739,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.4922322,0.064169282,901000,900000,,OPERATING,SE18 6DD,INTHK
L1002740,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.54794,-0.18142,901000,900000,,OPERATING,NW3 6LU,INTHK
L1002741,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.50805,-0.22367,901000,900000,,OPERATING,W12 7GF,INTHK
L1002742,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.43343,-0.98611,901000,900000,,OPERATING,RG2 0RP,INTHK
L1002744,H1000693,SAINSBURYS/ARGOS GNFR (H2083),51.37729,-0.12835,901000,900000,,OPERATING,CR0 4XS,INTHK
L1002622,H1000702,ALDI SWINDON DC,51.59121,-1.744954,901000,900000,,OPERATING,SN3 4AL,INTHK
L1002634,H1000703,HILTON WORLDWIDE LIMITED,52.20215,0.120281,901000,900000,,OPERATING,CB2 3DT,INTHK
L1002635,H1000703,HILTON WORLDWIDE LIMITED,51.508992,-0.189145,901000,900000,,OPERATING,W2 4RJ,INTHK
L1002636,H1000703,HILTON WORLDWIDE LIMITED,51.495073,-0.20913,901000,900000,,OPERATING,W14 8NL,INTHK
L1002637,H1000704,SAINSBURYS SUPERMARKETS LTD,51.268199,-1.106746,901000,900000,,OPERATING,RG21 6XW,INTHK
L1002638,H1000704,SAINSBURYS SUPERMARKETS LTD,52.093819,-0.507811,901000,900000,,OPERATING,MK43 9AA,INTHK
L1002639,H1000704,SAINSBURYS SUPERMARKETS LTD,51.517376,-0.005874,901000,900000,,OPERATING,E3 3TT,INTHK
L1002640,H1000704,SAINSBURYS SUPERMARKETS LTD,51.458031,0.238958,901000,900000,,OPERATING,DA1 5FD,INTHK
L1002643,H1000704,SAINSBURYS SUPERMARKETS LTD,51.54594,-0.353238,901000,900000,,OPERATING,UB6 0TP,INTHK
L1002648,H1000704,SAINSBURYS SUPERMARKETS LTD,51.761394,-0.000207,901000,900000,,OPERATING,EN11 0DG,INTHK
L1002649,H1000704,SAINSBURYS SUPERMARKETS LTD,51.763352,0.007562,901000,900000,,OPERATING,EN11 0EZ,INTHK
L1002653,H1000704,SAINSBURYS SUPERMARKETS LTD,51.489308,0.024205,901000,900000,,OPERATING,SE7 7SW,INTHK
L1002654,H1000704,SAINSBURYS SUPERMARKETS LTD,51.678536,-0.010701,901000,900000,,OPERATING,EN9 3BZ,INTHK
L1002745,H1000705,TESCO STORES LTD,51.50464852,-0.256707,901000,900000,,OPERATING,W3 7YA,INTHK
L1002748,H1000705,TESCO STORES LTD,50.75179507,-1.838692,901000,900000,,OPERATING,BH8 0BJ,INTHK
L1002750,H1000705,TESCO STORES LTD,52.19278,0.162674,901000,900000,,OPERATING,CB1 3LH,INTHK
L1002753,H1000705,TESCO STORES LTD,50.748944,-1.307857,901000,900000,,OPERATING,PO31 7UP,INTHK
L1002754,H1000705,TESCO STORES LTD,51.38262,-0.124144,901000,900000,,OPERATING,CR0 3JP,INTHK
L1002759,H1000705,TESCO STORES LTD,51.54594,-0.353238,901000,900000,,OPERATING,UB6 0TP,INTHK
L1002764,H1000705,TESCO STORES LTD,51.477726,-0.139372,901000,900000,,OPERATING,SW8 5AL,INTHK
L1002766,H1000705,TESCO STORES LTD,50.82514,-1.059225,901000,900000,,OPERATING,PO3 5SP,INTHK
L1002768,H1000705,TESCO STORES LTD,51.518298,-0.169679,901000,900000,,OPERATING,NW1 0PF,INTHK
L1002770,H1000705,TESCO STORES LTD,51.415138,-0.433018,901000,900000,,OPERATING,TW16 7HB,INTHK
L1002772,H1000705,TESCO STORES LTD,51.676206,-0.386947,901000,900000,,OPERATING,WD24 7GY,INTHK
L1002773,H1000705,TESCO STORES LTD,51.432933,-0.195089,901000,900000,,OPERATING,SW19 8LG,INTHK
L1002779,H1000705,TESCO STORES LTD,51.487349,0.027527,901000,900000,,OPERATING,SE7 7RZ,INTHK
L1002781,H1000705,TESCO STORES LTD,51.374242,-0.126723,901000,900000,,OPERATING,CR0 4UQ,INTHK
L1002783,H1000705,TESCO STORES LTD,51.651673,-0.025143,901000,900000,,OPERATING,EN3 7XA,INTHK
L1002785,H1000705,TESCO STORES LTD,50.871129,-1.257422,901000,900000,,OPERATING,PO15 5UB,INTHK
L1002787,H1000705,TESCO STORES LTD,52.023021,1.211705,901000,900000,,OPERATING,IP3 9SJ,INTHK
L1002792,H1000705,TESCO STORES LTD,52.63343,1.372438,901000,900000,,OPERATING,NR7 0WE,INTHK
L1002793,H1000705,TESCO STORES LTD,50.740226,-1.996873,901000,900000,,OPERATING,BH17 7BZ,INTHK
L1002795,H1000705,TESCO STORES LTD,51.599382,0.589196,901000,900000,,OPERATING,SS6 9RL,INTHK
L1002796,H1000705,TESCO STORES LTD,51.439076,-0.97265,901000,900000,,OPERATING,RG2 0DD,INTHK
L1002802,H1000706,BESTSELLER RETAIL (UK) LTD,51.264047,-1.087463,901000,900000,,OPERATING,RG21 7BF,INTHK
L1002813,H1000706,BESTSELLER RETAIL (UK) LTD,51.746375,-1.261138,901000,900000,,OPERATING,OX1 1TR,INTHK
L1002817,H1000706,BESTSELLER RETAIL (UK) LTD,51.561016,-1.799974,901000,900000,,OPERATING,SN2 2DY,INTHK
L1002820,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,51.45376,0.150977,901000,900000,,OPERATING,DA6 7JZ,INTHK
L1002822,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,50.713886,-1.883172,901000,900000,,OPERATING,BH2 5DU,INTHK
L1002827,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,51.501175,-0.120746,901000,900000,,OPERATING,SE1 7PB,INTHK
L1002831,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,51.541636,-0.374501,901000,900000,,OPERATING,UB5 5AN,INTHK
L1002832,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,51.487663,-0.54763,901000,900000,,OPERATING,SL3 8PT,INTHK
L1002838,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,51.515097,-0.16496,901000,900000,,OPERATING,W1H 5DN,INTHK
L1002842,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,50.843325,-1.091557,901000,900000,,OPERATING,PO6 4SH,INTHK
L1002846,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,51.260986,0.585135,901000,900000,,OPERATING,ME14 4NQ,INTHK
L1002847,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,51.454058,-0.341973,901000,900000,,OPERATING,TW2 7BA,INTHK
L1002848,H1000707,GLOBAL FIRE & SECURITY SYSTEMS/MARRIOT HOTELS,51.678883,0.027173,901000,900000,,OPERATING,EN9 3LX,INTHK
L1002851,H1000708,RYAN ELECTRICAL SERVICES & SONS LTD,39.743635,-78.370149,901000,900000,,OPERATING,W1Y 4QF,INTHK
L1002852,H1000709,ROYAL MAIL GROUP LIMITED,51.49901447,-0.278095,901000,900000,,OPERATING,W3 8RL,INTHK
L1002853,H1000709,ROYAL MAIL GROUP LIMITED,51.463198,-0.165866,901000,900000,,OPERATING,SW11 1AA,INTHK
L1002855,H1000709,ROYAL MAIL GROUP LIMITED,51.531635,-0.062053,901000,900000,,OPERATING,E2 9AH,INTHK
L1002859,H1000709,ROYAL MAIL GROUP LIMITED,51.379058,0.5241,901000,900000,,OPERATING,ME4 4AA,INTHK
L1002860,H1000709,ROYAL MAIL GROUP LIMITED,51.750393,0.517031,901000,900000,,OPERATING,CM2 5AA,INTHK
L1002864,H1000709,ROYAL MAIL GROUP LIMITED,51.552212,0.140575,901000,900000,,OPERATING,RM9 5UH,INTHK
L1002865,H1000709,ROYAL MAIL GROUP LIMITED,51.443391,0.208121,901000,900000,,OPERATING,DA1 1AA,INTHK
L1002867,H1000709,ROYAL MAIL GROUP LIMITED,50.745273,-1.975534,901000,900000,,OPERATING,BH17 0AA,INTHK
L1002870,H1000709,ROYAL MAIL GROUP LIMITED,51.333963,-0.263864,901000,900000,,OPERATING,KT17 1AA,INTHK
L1002872,H1000709,ROYAL MAIL GROUP LIMITED,51.137803,-0.17246,901000,900000,,OPERATING,RH10 9AA,INTHK
L1002874,H1000709,ROYAL MAIL GROUP LIMITED,51.539208,-0.335755,901000,900000,,OPERATING,UB6 0GG,INTHK
L1002875,H1000709,ROYAL MAIL GROUP LIMITED,51.552783,-0.175282,901000,900000,,OPERATING,NW3 5UF,INTHK
L1002876,H1000709,ROYAL MAIL GROUP LIMITED,51.494349,-0.534615,901000,900000,,OPERATING,SL3 8AQ,INTHK
L1002877,H1000709,ROYAL MAIL GROUP LIMITED,51.766174,-0.438356,901000,900000,,OPERATING,HP2 7XX,INTHK
L1002878,H1000709,ROYAL MAIL GROUP LIMITED,51.556835,0.071157,901000,900000,,OPERATING,IG1 1BX,INTHK
L1002879,H1000709,ROYAL MAIL GROUP LIMITED,51.4493,-0.389922,901000,900000,,OPERATING,TW4 5XX,INTHK
L1002883,H1000709,ROYAL MAIL GROUP LIMITED,51.520694,-0.279271,901000,900000,,OPERATING,W3 0TH,INTHK
L1002884,H1000709,ROYAL MAIL GROUP LIMITED,51.878776,-0.424347,901000,900000,,OPERATING,LU1 1AA,INTHK
L1002886,H1000709,ROYAL MAIL GROUP LIMITED,50.896275,-1.440716,901000,900000,,OPERATING,SO40 4BX,INTHK
L1002887,H1000709,ROYAL MAIL GROUP LIMITED,51.385549,1.38422,901000,900000,,OPERATING,CT9 1NQ,INTHK
L1002888,H1000709,ROYAL MAIL GROUP LIMITED,51.364933,0.576569,901000,900000,,OPERATING,ME8 0PP,INTHK
L1002889,H1000709,ROYAL MAIL GROUP LIMITED,51.384729,0.483619,901000,900000,,OPERATING,ME2 2EE,INTHK
L1002890,H1000709,ROYAL MAIL GROUP LIMITED,51.613305,-0.242013,901000,900000,,OPERATING,NW7 4SR,INTHK
L1002892,H1000709,ROYAL MAIL GROUP LIMITED,51.517624,-0.128024,901000,900000,,OPERATING,EC1A 1BB,INTHK
L1002895,H1000709,ROYAL MAIL GROUP LIMITED,51.615346,-0.182104,901000,900000,,OPERATING,N12 8JQ,INTHK
L1002902,H1000709,ROYAL MAIL GROUP LIMITED,51.539527,-0.274561,901000,900000,,OPERATING,NW10 7RH,INTHK
L1002908,H1000709,ROYAL MAIL GROUP LIMITED,51.501326,-0.600608,901000,900000,,OPERATING,SL1 1AA,INTHK
L1002909,H1000709,ROYAL MAIL GROUP LIMITED,50.854787,-1.249327,901000,900000,,OPERATING,PO14 4LW,INTHK
L1002911,H1000709,ROYAL MAIL GROUP LIMITED,51.485815,-0.096133,901000,900000,,OPERATING,SE1 5SE,INTHK
L1002912,H1000709,ROYAL MAIL GROUP LIMITED,51.740746,-0.317957,901000,900000,,OPERATING,AL1 5BB,INTHK
L1002913,H1000709,ROYAL MAIL GROUP LIMITED,51.894345,-0.204718,901000,900000,,OPERATING,SG1 1AA,INTHK
L1002914,H1000709,ROYAL MAIL GROUP LIMITED,51.35829,-0.194386,901000,900000,,OPERATING,SM1 1AA,INTHK
L1002917,H1000709,ROYAL MAIL GROUP LIMITED,51.290882,-0.238096,901000,900000,,OPERATING,KT20 5DA,INTHK
L1002918,H1000709,ROYAL MAIL GROUP LIMITED,51.447011,-0.192851,901000,900000,,OPERATING,SW18 4NN,INTHK
L1002920,H1000709,ROYAL MAIL GROUP LIMITED,51.517369,-0.059401,901000,900000,,OPERATING,E1 1AA,INTHK
L1002921,H1000709,ROYAL MAIL GROUP LIMITED,51.415509,-0.214536,901000,900000,,OPERATING,SW19 4BB,INTHK
L1002922,H1000709,ROYAL MAIL GROUP LIMITED,51.316388,-0.557169,901000,900000,,OPERATING,GU22 7ZZ,INTHK
L1002925,H1000710,SHOE ZONE RUNCORN,51.20671,-1.482291,901000,900000,,OPERATING,SP10 1RN,INTHK
L1002926,H1000710,SHOE ZONE RUNCORN,51.814013,-0.814806,901000,900000,,OPERATING,HP20 2SP,INTHK
L1002928,H1000710,SHOE ZONE RUNCORN,51.264943,-1.089721,901000,900000,,OPERATING,RG21 7AW,INTHK
L1002934,H1000710,SHOE ZONE RUNCORN,50.953501,-0.132923,901000,900000,,OPERATING,RH15 9NP,INTHK
L1002949,H1000710,SHOE ZONE RUNCORN,51.539797,0.147746,901000,900000,,OPERATING,RM10 8RE,INTHK
L1002951,H1000710,SHOE ZONE RUNCORN,50.965299,-1.354498,901000,900000,,OPERATING,SO50 5SG,INTHK
L1002952,H1000710,SHOE ZONE RUNCORN,51.611213,-0.276835,901000,900000,,OPERATING,HA8 7BD,INTHK
L1002954,H1000710,SHOE ZONE RUNCORN,51.478978,0.179091,901000,900000,,OPERATING,DA8 1SE,INTHK
L1002956,H1000710,SHOE ZONE RUNCORN,50.85211,-1.178349,901000,900000,,OPERATING,PO16 0PQ,INTHK
L1002958,H1000710,SHOE ZONE RUNCORN,51.441178,0.36625,901000,900000,,OPERATING,DA11 0AA,INTHK
L1002959,H1000710,SHOE ZONE RUNCORN,51.475864,0.322535,901000,900000,,OPERATING,RM17 6QE,INTHK
L1002961,H1000710,SHOE ZONE RUNCORN,51.579567,-0.338436,901000,900000,,OPERATING,HA1 1AS,INTHK
L1002963,H1000710,SHOE ZONE RUNCORN,50.855938,0.579225,901000,900000,,OPERATING,TN34 1PH,INTHK
L1002964,H1000710,SHOE ZONE RUNCORN,51.628323,-0.756435,901000,900000,,OPERATING,HP11 2BY,INTHK
L1002971,H1000710,SHOE ZONE RUNCORN,51.460545,-0.013056,901000,900000,,OPERATING,SE13 7EP,INTHK
L1002973,H1000710,SHOE ZONE RUNCORN,51.877482,-0.414069,901000,900000,,OPERATING,LU1 2TE,INTHK
L1002980,H1000710,SHOE ZONE RUNCORN,51.398247,-1.325251,901000,900000,,OPERATING,RG14 5EN,INTHK
L1002990,H1000710,SHOE ZONE RUNCORN,51.239806,-0.168948,901000,900000,,OPERATING,RH1 1NN,INTHK
L1002991,H1000710,SHOE ZONE RUNCORN,51.578179,0.182624,901000,900000,,OPERATING,RM1 3RT,INTHK
L1002993,H1000710,SHOE ZONE RUNCORN,51.507093,-0.590302,901000,900000,,OPERATING,SL1 1LE,INTHK
L1002994,H1000710,SHOE ZONE RUNCORN,50.904734,-1.407375,901000,900000,,OPERATING,SO14 7SJ,INTHK
L1003000,H1000710,SHOE ZONE RUNCORN,51.190969,0.27218,901000,900000,,OPERATING,TN9 1TE,INTHK
L1003002,H1000710,SHOE ZONE RUNCORN,51.545323,-0.482679,901000,900000,,OPERATING,UB8 1LJ,INTHK
L1003004,H1000710,SHOE ZONE RUNCORN,51.581823,-0.024858,901000,900000,,OPERATING,E17 7JR,INTHK
L1003010,H1000710,SHOE ZONE RUNCORN,51.31749,-0.560835,901000,900000,,OPERATING,GU21 6XT,INTHK
L1003012,H1000710,SHOE ZONE RUNCORN,51.593284,-0.10998,901000,900000,,OPERATING,N22 6YA,INTHK
L1003015,H1000710,SHOE ZONE RUNCORN,52.606179,1.727446,901000,900000,,OPERATING,NR30 2AX,INTHK
L1003019,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.217164,-1.478455,901000,900000,,OPERATING,SP10 4DU,INTHK
L1003020,H1000711,CLOUDFM INTEGRATED SERVICES LTD,50.904886,-1.341935,901000,900000,,OPERATING,SO19 8NE,INTHK
L1003023,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.28115,-1.071199,901000,900000,,OPERATING,RG24 8TW,INTHK
L1003026,H1000711,CLOUDFM INTEGRATED SERVICES LTD,50.753683,-1.92882,901000,900000,,OPERATING,BH11 8LL,INTHK
L1003027,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.413226,-0.756802,901000,900000,,OPERATING,RG12 1EN,INTHK
L1003030,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.35778,1.404628,901000,900000,,OPERATING,CT10 2QQ,INTHK
L1003032,H1000711,CLOUDFM INTEGRATED SERVICES LTD,52.25106,0.689076,901000,900000,,OPERATING,IP33 3SP,INTHK
L1003034,H1000711,CLOUDFM INTEGRATED SERVICES LTD,52.058132,1.134937,901000,900000,,OPERATING,IP1 2EJ,INTHK
L1003037,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.399528,0.533195,901000,900000,,OPERATING,ME4 3ED,INTHK
L1003039,H1000711,CLOUDFM INTEGRATED SERVICES LTD,50.84502,-0.755429,901000,900000,,OPERATING,PO19 7ZL,INTHK
L1003040,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.802718,1.163293,901000,900000,,OPERATING,CO15 4AD,INTHK
L1003044,H1000711,CLOUDFM INTEGRATED SERVICES LTD,50.747161,-1.314891,901000,900000,,OPERATING,PO31 7AE,INTHK
L1003045,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.38262,-0.124144,901000,900000,,OPERATING,CR0 3JP,INTHK
L1003053,H1000711,CLOUDFM INTEGRATED SERVICES LTD,50.783755,0.306524,901000,900000,,OPERATING,BN22 7SG,INTHK
L1003060,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.090576,1.134157,901000,900000,,OPERATING,CT19 4QE,INTHK
L1003064,H1000711,CLOUDFM INTEGRATED SERVICES LTD,50.813574,-1.154329,901000,900000,,OPERATING,PO12 4DS,INTHK
L1003067,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.786032,0.123359,901000,900000,,OPERATING,CM20 2DH,INTHK
L1003069,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.733416,-0.464235,901000,900000,,OPERATING,HP3 9QN,INTHK
L1003075,H1000711,CLOUDFM INTEGRATED SERVICES LTD,52.73782,0.411427,901000,900000,,OPERATING,PE30 4NA,INTHK
L1003085,H1000711,CLOUDFM INTEGRATED SERVICES LTD,52.441754,1.721026,901000,900000,,OPERATING,NR33 7NG,INTHK
L1003087,H1000711,CLOUDFM INTEGRATED SERVICES LTD,52.028705,-0.768743,901000,900000,,OPERATING,MK6 1AJ,INTHK
L1003094,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.564599,0.502752,901000,900000,,OPERATING,SS13 3DU,INTHK
L1003096,H1000711,CLOUDFM INTEGRATED SERVICES LTD,50.823713,-1.061228,901000,900000,,OPERATING,PO3 5RX,INTHK
L1003098,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.459232,-0.973506,901000,900000,,OPERATING,RG1 8AL,INTHK
L1003102,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.574165,0.178597,901000,900000,,OPERATING,RM1 1AU,INTHK
L1003107,H1000711,CLOUDFM INTEGRATED SERVICES LTD,50.928549,-1.428268,901000,900000,,OPERATING,SO16 6TL,INTHK
L1003108,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.543901,0.710501,901000,900000,,OPERATING,SS2 5BY,INTHK
L1003109,H1000711,CLOUDFM INTEGRATED SERVICES LTD,51.740692,-0.342658,901000,900000,,OPERATING,AL1 2RJ,INTHK
